TEAM_ID,MISSION_TIME,PACKET_COUNT,PACKET_TYPE,TP_ALTITUDE,TP_TEMP,TP_VOLTAGE,GYRO_R,GYRO_P,GYRO_Y,ACCEL_R,ACCEL_P,ACCEL_Y,MAG_R,MAG_P,MAG_Y,POINTING_ERROR,TP_SOFTWARE_STATE
1095,08:58:28,36,T,0.9,56.67,8.63,-0.0092,0.0017,-0.013,-0.1341,0.7806,8.9643,35.7183,103.233,-36.4071,0.78,Standby
1095,08:58:28,37,T,0.9,56.82,8.63,-0.0028,0.0005,0.0082,-0.1245,0.8093,8.9739,35.5379,103.7706,-35.5402,1.88,Standby
1095,08:58:28,38,T,0.9,56.87,8.63,-0.0047,0.0044,0.0098,-0.1245,0.7518,8.9931,35.7183,105.7421,-35.3668,1.25,Standby
1095,08:58:28,39,T,0.9,57.2,8.63,-0.006,0.0032,0.0064,-0.1484,0.7375,9.0649,36.8006,103.233,-34.6734,1.26,Standby
1095,08:58:29,40,T,0.9,56.71,8.63,-0.0004,-0.0007,0.0158,-0.1293,0.7183,9.0936,36.981,104.1291,-37.2739,0.48,Standby
1095,08:58:29,41,T,0.9,57.13,8.63,0.002,0.0064,-0.0022,-0.158,0.7231,8.9691,35.3575,105.3837,-34.6734,1.68,Standby
1095,08:58:29,42,T,0.8,56.87,8.63,-0.0123,-0.0046,0.0146,-0.158,0.7231,9.0889,35.7183,104.3083,-35.0201,1.75,Standby
1095,08:58:29,43,T,0.8,56.75,8.63,-0.0025,0.0009,0.0104,-0.1437,0.7279,9.0122,35.3575,104.3083,-37.1005,0.82,Standby
1095,08:58:30,44,T,0.8,57.32,8.63,-0.0124,0.0039,-0.0106,-0.1293,0.747,9.0889,35.5379,103.0537,-34.5,1.75,Standby
1095,08:58:30,45,T,0.8,56.61,8.63,-0.0037,0.0042,0.0104,-0.1245,0.7853,9.1463,37.1614,105.0252,-36.4071,0.46,Standby
1095,08:58:30,46,T,0.9,57.3,8.63,-0.0169,-0.0047,0.0012,-0.1341,0.6848,8.9213,36.981,105.5629,-35.5402,1.31,Standby
1095,08:58:31,47,T,0.9,57.6,8.63,0.0172,0.0084,0.0095,-0.1341,0.8236,9.0458,36.8006,105.0252,-36.4071,0.59,Standby
1095,08:58:31,48,T,0.9,57.58,8.63,-0.0092,-0.0078,-0.0091,-0.1054,0.771,8.9356,37.3418,103.7706,-35.8869,1.95,Standby
1095,08:58:31,49,T,0.9,57.46,8.63,-0.0088,0.0017,-0.017,-0.1245,0.8093,9.1272,36.2595,104.1291,-34.5,1.7,Standby
1095,08:58:31,50,T,0.9,56.63,8.63,0.0108,0.0136,-0.011,-0.1389,0.7518,8.9356,35.7183,104.6668,-36.0603,0.68,Standby
1095,08:58:32,51,T,0.9,57.6,8.63,-0.0149,-0.0045,0.0075,-0.1197,0.7949,9.1511,36.2595,105.2044,-35.5402,0.43,Standby
1095,08:58:32,52,T,0.9,56.86,8.63,-0.0111,-0.0082,0.0071,-0.1197,0.7279,8.9308,36.6202,104.1291,-35.5402,1.87,Standby
1095,08:58:32,53,T,0.9,57.12,8.63,-0.0071,0.0094,0.0092,-0.1532,0.747,9.0745,36.2595,104.4875,-36.5804,1.06,Standby
1095,08:58:32,54,T,0.9,57.2,8.63,-0.0108,0.0036,-0.0058,-0.1197,0.8572,9.1224,35.8987,103.4122,-35.1935,1.79,Standby
1095,08:58:33,55,T,0.9,57.19,8.63,0.0044,0.0046,0.0076,-0.1389,0.7901,9.0601,36.2595,104.4875,-36.9272,0.76,Standby
1095,08:58:33,56,T,0.9,56.99,8.63,-0.0033,0.0034,0.0031,-0.1245,0.7135,8.9021,34.8163,103.4122,-34.5,0.64,Standby
1095,08:58:33,57,T,0.9,56.8,8.63,-0.006,-0.0006,-0.0147,-0.1676,0.7566,9.1415,38.6046,106.1005,-35.0201,0.89,Standby
1095,08:58:33,58,T,0.9,57.05,8.63,-0.0097,-0.0034,0.0088,-0.1006,0.8045,9.0649,34.9967,104.3083,-37.794,1.87,Standby
1095,08:58:34,59,T,0.9,57.07,8.63,0.0005,0.0058,0.001,-0.1197,0.8141,9.0505,35.1771,104.1291,-37.2739,0.68,Standby
1095,08:58:34,60,T,0.9,56.81,8.63,0.0088,-0.0027,0.0036,-0.1293,0.7758,9.0362,36.981,105.5629,-36.2337,1.54,Standby
1095,08:58:34,61,T,0.9,56.61,8.63,-0.0087,0.0011,-0.0002,-0.1389,0.6944,9.0266,34.9967,103.5914,-36.4071,1.89,Standby
1095,08:58:34,62,T,0.9,57.34,8.63,0.0088,0.0052,0.0086,-0.1293,0.8524,8.9452,34.8163,104.4875,-34.1533,0.59,Standby
1095,08:58:35,63,T,0.9,57.18,8.63,-0.0083,-0.0009,0.0056,-0.1197,0.7375,9.0218,34.4555,104.1291,-34.8467,1.15,Standby
1095,08:58:35,64,T,0.9,57.45,8.63,0.0071,0.0051,0.0007,-0.1101,0.7806,9.0697,36.2595,104.1291,-35.5402,0.36,Standby
1095,08:58:35,65,T,0.9,56.87,8.63,-0.0028,-0.0087,-0.0053,-0.1101,0.7662,8.9883,36.0791,105.0252,-35.7136,1.48,Standby
1095,08:58:35,66,T,0.9,57.45,8.63,0.0055,0.0031,0.0143,-0.0862,0.8476,9.0936,34.6359,103.9499,-35.7136,0.4,Standby
1095,08:58:36,67,T,0.9,57.08,8.63,-0.0192,0.0034,-0.003,-0.1389,0.771,9.1367,36.2595,103.7706,-37.6206,0.75,Standby
1095,08:58:36,68,T,0.9,56.72,8.63,0.0028,0.0031,0.0039,-0.1197,0.771,9.0553,35.3575,105.0252,-34.3266,0.35,Standby
1095,08:58:36,69,T,0.9,57.3,8.63,-0.006,0.002,0.0179,-0.1293,0.8093,9.041,35.8987,103.4122,-36.2337,1.44,Standby
1095,08:58:36,70,T,0.9,57.03,8.63,-0.0091,0.001,0.0051,-0.1389,0.747,9.0793,34.4555,105.5629,-36.5804,1.53,Standby
1095,08:58:37,71,T,0.9,57.22,8.63,-0.0031,0.0031,0.0056,-0.1197,0.7518,9.0889,35.7183,105.0252,-35.7136,1.58,Standby
1095,08:58:37,72,T,0.9,56.6,8.63,-0.0028,-0.0017,-0.0118,-0.1389,0.7662,8.9979,35.8987,104.4875,-36.2337,0.33,Standby
1095,08:58:37,73,T,0.9,56.94,8.63,-0.0096,-0.0065,-0.0079,-0.0958,0.7901,9.0697,36.6202,104.4875,-35.5402,1.36,Standby
1095,08:58:38,74,T,0.9,57.3,8.63,0.0033,0.0116,-0.0078,-0.1484,0.7614,9.0601,36.0791,103.5914,-34.6734,0.77,Standby
1095,08:58:38,75,T,0.9,56.71,8.63,-0.0013,-0.0022,0.0066,-0.1437,0.7039,9.108,35.3575,103.9499,-37.794,0.63,Standby
1095,08:58:38,76,T,0.9,56.74,8.63,0.0005,0.0055,-0.0017,-0.1245,0.8093,9.0745,34.4555,104.846,-34.8467,1.64,Standby
1095,08:58:38,77,T,0.9,56.7,8.63,-0.0124,0.0001,-0.0211,-0.1197,0.8332,9.0841,34.9967,104.6668,-35.3668,0.54,Standby
1095,08:58:39,78,T,0.9,56.74,8.63,-0.0027,-0.0073,-0.0002,-0.1532,0.6896,8.9691,35.5379,103.7706,-36.5804,1.77,Standby
1095,08:58:39,79,T,0.9,57.48,8.63,-0.0023,0.0022,0.0119,-0.1532,0.771,9.1559,36.981,103.0537,-35.5402,1.1,Standby
1095,08:58:39,80,T,0.9,56.87,8.63,-0.0145,-0.0047,0.0044,-0.1006,0.771,9.0984,35.1771,127.4282,-68.8267,1.37,Standby
1095,08:58:39,81,T,0.9,57.43,8.63,0.0005,0.0015,0.0162,-0.1245,0.7758,8.9643,34.8163,122.7684,-20.2839,0.75,Standby
1095,08:58:40,82,T,0.9,57.28,8.63,-0.0081,-0.0015,-0.0028,-0.1484,0.7231,9.0362,34.6359,123.306,-70.0402,0.66,Standby
1095,08:58:40,83,T,0.9,56.84,8.63,-0.0029,0.0058,0.0131,-0.1149,0.7901,9.0697,38.2438,95.3471,-70.7337,1.75,Standby
1095,08:58:40,84,T,0.9,57.3,8.63,0.0007,0.003,-0.0113,-0.1054,0.7901,9.1511,35.5379,78.3208,-18.2035,1.96,Standby
1095,08:58:40,85,T,0.9,56.9,8.63,-0.0032,0.0035,-0.0121,-0.1293,0.7997,9.0266,39.3262,91.7626,-65.186,0.66,Standby
1095,08:58:41,86,T,0.9,57.33,8.63,-0.0072,-0.0022,0.0058,-0.1245,0.771,9.0841,35.8987,80.1131,-13.3493,0.36,Standby
1095,08:58:41,87,T,1,56.94,8.63,0.0059,0.003,0.002,-0.1293,0.8141,9.108,38.2438,103.233,3.4673,1.6,Standby
1095,08:58:41,88,T,1,57.28,8.63,-0.0072,0.0017,0.0012,-0.1149,0.7758,9.0027,35.8987,80.1131,-10.5754,1.01,Standby
1095,08:58:41,89,T,1,56.89,8.63,-0.0067,-0.0031,0.0047,-0.1437,0.7422,8.9979,37.1614,103.9499,4.1608,1.09,Standby
1095,08:58:42,90,T,1,57.26,8.63,-0.0007,0.0067,-0.0041,-0.1293,0.7806,9.0362,36.4399,82.443,-9.7085,1.79,Standby
1095,08:58:42,91,T,1,56.71,8.63,-0.0013,0.0009,0.0052,-0.1389,0.7662,9.0984,39.3262,105.0252,2.7739,0.34,Standby
1095,08:58:42,92,T,1,56.74,8.63,-0.0055,-0.0087,0.0084,-0.1389,0.7518,9.0218,36.0791,130.8335,-41.6081,0.61,Standby
1095,08:58:42,93,T,1,57.38,8.63,-0.0001,0.0056,0.0084,-0.1054,0.8093,9.041,37.5222,107.1759,-0.6935,0.57,Standby
1095,08:58:43,94,T,1,56.79,8.63,-0.0063,-0.0033,-0.0036,-0.1101,0.7566,9.1224,34.9967,130.1165,-43.3417,1.35,Standby
1095,08:58:43,95,T,1,57.39,8.63,-0.0069,0.0018,-0.0185,-0.1389,0.7566,9.0649,36.2595,113.4487,-79.2287,0.34,Standby
1095,08:58:43,96,T,1,57.08,8.63,-0.0024,0.0009,0.0054,-0.1245,0.7758,9.0649,39.1458,85.4898,-53.2236,0.76,Standby
1095,08:58:43,97,T,1,57.28,8.63,-0.0033,0.0011,0.0015,-0.1293,0.7662,9.041,34.9967,112.5526,-79.0553,1.11,Standby
1095,08:58:44,98,T,1,57.57,8.63,0.0016,0.001,0.0007,-0.1245,0.771,9.0458,37.7026,84.056,-49.7563,1.01,Standby
1095,08:58:44,99,T,1,57.25,8.63,-0.0048,-0.001,-0.0071,-0.1293,0.7566,9.0362,36.4399,111.1188,-78.7086,1.44,Standby
1095,08:58:44,100,T,1,56.75,8.63,-0.0057,0.0009,-0.0006,-0.1341,0.6991,8.9643,39.5066,84.056,-48.0226,1.87,Standby
1095,08:58:44,101,T,1.1,57.1,8.63,-0.0008,0.0039,-0.0062,-0.1389,0.7566,9.0314,38.2438,85.3106,-2.7739,0.95,Standby
1095,08:58:45,102,T,1.1,56.7,8.63,-0.0028,-0.0002,0.001,-0.1245,0.7375,9.0314,36.981,112.7318,-2.6005,0.81,Standby
1095,08:58:45,103,T,1.1,57.06,8.63,-0.0043,0.0046,-0.0032,-0.1101,0.7901,9.0458,37.7026,86.5651,-0.8668,0.79,Standby
1095,08:58:45,104,T,1.1,57.52,8.63,-0.0012,0.003,0.0019,-0.1293,0.7997,9.0122,36.6202,112.7318,-4.6809,0.78,Standby
1095,08:58:46,105,T,1.1,57.42,8.63,-0.0019,0.0011,0.003,-0.1341,0.771,9.0601,34.9967,129.0412,-53.397,1.69,Standby
1095,08:58:46,106,T,1.1,56.87,8.63,-0.0043,-0.0037,-0.0012,-0.1245,0.7279,8.9452,35.7183,115.0617,-8.3216,1.28,Standby
1095,08:58:46,107,T,1,57.59,8.63,-0.0009,0.0017,0.0128,-0.1197,0.7853,9.0601,34.4555,130.2958,-56.3442,1.91,Standby
1095,08:58:46,108,T,1,57.55,8.63,-0.0061,0.0018,-0.0101,-0.1389,0.7806,9.0889,34.8163,107.7136,-77.8417,0.77,Standby
1095,08:58:47,109,T,1,57.02,8.63,0.0021,0.0039,0.0092,-0.1389,0.7853,9.0266,39.1458,81.5469,-37.2739,1.99,Standby
1095,08:58:47,110,T,1,57.65,8.63,-0.0068,-0.0051,-0.0022,-0.1293,0.6991,8.9787,36.8006,105.3837,-76.2814,1.7,Standby
1095,08:58:47,111,T,1.1,57.5,8.63,-0.0017,0.0035,0.0022,-0.1389,0.68,9.0553,39.3262,79.5754,-35.0201,1.26,Standby
1095,08:58:47,112,T,1.1,57.54,8.63,-0.0071,0.0035,-0.0101,-0.1484,0.7662,9.1176,38.785,90.8665,2.6005,0.71,Standby
1095,08:58:48,113,T,1.1,57.75,8.63,-0.0015,0.0048,-0.0071,-0.1484,0.7758,9.0649,38.9654,79.217,-31.5528,1.26,Standby
1095,08:58:48,114,T,1.1,57.19,8.63,-0.0016,-0.0006,0.009,-0.1101,0.7853,9.1128,38.785,91.5834,3.6407,1.67,Standby
1095,08:58:48,115,T,1.1,57.45,8.63,-0.004,0.0047,-0.0008,-0.1437,0.747,9.0601,36.981,121.3346,-14.3895,0.66,Standby
1095,08:58:48,116,T,1.1,57.22,8.63,0.0013,-0.0027,0.0032,-0.158,0.6848,8.9883,38.785,94.451,4.6809,1.28,Standby
1095,08:58:49,117,T,1.1,56.85,8.63,-0.0107,0.0028,-0.0067,-0.1245,0.7853,9.0697,36.6202,122.0515,-18.897,1.35,Standby
1095,08:58:49,118,T,1.1,56.85,8.63,0.0005,-0.0006,-0.0057,-0.1054,0.8141,9.0984,33.7339,125.9944,-68.1332,0.47,Standby
1095,08:58:49,119,T,1.1,57.24,8.63,-0.0004,0.005,-0.0079,-0.1389,0.7614,9.0266,34.8163,122.7684,-21.3241,0.56,Standby
1095,08:58:49,120,T,1.1,56.82,8.63,-0.0051,-0.0031,0.0106,-0.1293,0.7327,9.0745,34.6359,124.7398,-68.3066,0.69,Standby
1095,08:58:50,121,T,1.1,56.96,8.63,0,0.0023,-0.0022,-0.1293,0.7422,9.0553,37.3418,97.3186,-71.2538,0.43,Standby
1095,08:58:50,122,T,1.1,56.99,8.63,0.0045,0.0051,-0.0002,-0.1197,0.7853,9.0553,33.3731,124.5606,-69.8669,1.74,Standby
1095,08:58:50,123,T,1.1,56.85,8.63,-0.0053,-0.0042,-0.0028,-0.1197,0.7662,9.1128,37.883,97.4978,-69.6935,0.86,Standby
1095,08:58:50,124,T,1,57.44,8.63,0.0004,0.0015,-0.0059,-0.1245,0.7853,8.9979,35.5379,79.7546,-20.2839,0.69,Standby
1095,08:58:51,125,T,1,57.08,8.63,-0.0019,-0.0022,-0.0004,-0.1197,0.7758,8.9548,39.3262,96.064,-66.2262,1.51,Standby
1095,08:58:51,126,T,1,57.39,8.63,-0.0061,-0.0003,-0.0028,-0.1101,0.7662,9.0362,36.2595,81.1884,-17.8568,0.56,Standby
1095,08:58:51,127,T,1,57.19,8.63,0.0076,0.0005,0.0138,-0.1628,0.7949,9.0936,36.4399,97.8562,5.201,1.96,Standby
1095,08:58:51,128,T,1,57.38,8.63,-0.0044,-0.0065,0.0277,-0.1389,0.7327,9.0314,35.7183,78.8585,-14.5628,1.12,Standby
1095,08:58:52,129,T,1,57.24,8.63,0.0013,-0.0026,0.0096,-0.1389,0.7327,8.9979,39.1458,101.9784,3.294,0.84,Standby
1095,08:58:52,130,T,1.1,57.86,8.63,0.0056,0.0078,0.0104,-0.1437,0.7279,9.017,35.3575,130.1165,-37.1005,0.37,Standby
1095,08:58:52,131,T,1.1,57,8.63,-0.0112,-0.0146,0.0257,-0.1197,0.8189,9.0122,34.4555,116.6748,-77.1483,1.15,Standby
1095,08:58:53,132,T,1.1,57.01,8.63,-0.0056,0.0084,-0.0263,-0.1006,0.6944,9.0458,35.8987,128.5035,-40.7412,1.7,Standby
1095,08:58:53,133,T,1.1,57.89,8.63,0.0126,0.0095,-0.0221,-0.1676,0.8093,9.0553,35.1771,114.1656,-76.4548,1.01,Standby
1095,08:58:53,134,T,1.1,57.76,8.63,-0.0107,-0.0095,0.0253,-0.1101,0.7806,9.017,40.4085,89.6119,-56.8643,1.31,Standby
1095,08:58:53,135,T,1.1,57.14,8.63,-0.0037,0.0126,-0.0119,-0.1532,0.7231,9.0553,35.5379,83.6976,-7.4548,0.91,Standby
1095,08:58:54,136,T,1.1,57.72,8.63,-0.0044,-0.007,0.021,-0.1437,0.7949,9.0074,38.9654,87.4613,-55.1307,1.66,Standby
1095,08:58:54,137,T,1.1,57.47,8.63,-0.0029,-0.0011,0.0095,-0.1149,0.7279,9.0841,37.883,84.2352,-6.9347,1.25,Standby
1095,08:58:54,138,T,1.1,57.16,8.63,0.0053,0.018,-0.0283,-0.1676,0.7231,8.9979,37.3418,86.5651,-53.9171,1.4,Standby
1095,08:58:54,139,T,1.1,57.82,8.63,-0.006,-0.0191,0.0341,-0.1484,0.7901,9.108,37.7026,84.7729,-6.0678,0.36,Standby
1095,08:58:55,140,T,1.1,57.71,8.63,-0.0097,0.0019,-0.0047,-0.1101,0.7231,9.0601,36.981,110.9396,-2.9472,0.31,Standby
1095,08:58:55,141,T,1.1,57.25,8.63,-0.0037,0.0156,-0.0394,-0.1437,0.7662,9.0314,37.7026,85.4898,-1.907,0.75,Standby
1095,08:58:55,142,T,1.1,57.85,8.63,-0.0091,-0.0053,-0.0025,-0.1293,0.747,8.9787,36.0791,112.5526,-4.1608,0.68,Standby
1095,08:58:55,143,T,1.1,57.37,8.63,0.0019,0.0068,0.0003,-0.1245,0.7949,9.0458,38.0634,87.6405,-1.2136,0.54,Standby
1095,08:58:56,144,T,1.1,57.89,8.63,0.002,0.0006,0.0075,-0.1245,0.7853,9.0697,36.6202,113.0903,-6.7613,0.66,Standby
1095,08:58:56,145,T,1.1,57.35,8.63,-0.0039,-0.0063,0.0028,-0.1101,0.7853,9.0553,34.6359,129.0412,-55.8241,1.76,Standby
1095,08:58:56,146,T,1.2,57.45,8.63,-0.0005,0.0038,0.002,-0.1245,0.7662,8.9931,38.785,105.5629,-79.2287,0.46,Standby
1095,08:58:56,147,T,1.2,57.39,8.63,-0.0025,-0.0041,-0.0001,-0.1293,0.7566,8.9021,35.7183,128.3243,-60.6784,1.53,Standby
1095,08:58:57,148,T,1.2,57.2,8.63,-0.0027,0.0027,0,-0.1341,0.7566,9.0458,36.8006,104.6668,-74.5478,1.55,Standby
1095,08:58:57,149,T,1.2,57.77,8.63,-0.0008,0.0031,-0.0013,-0.1389,0.7806,9.0936,38.2438,80.6507,-31.5528,1.35,Standby
1095,08:58:57,150,T,1.2,58.04,8.63,-0.0033,-0.0063,0.0123,-0.1341,0.7566,9.0936,38.785,98.7524,-74.3744,1.35,Standby
1095,08:58:57,151,T,1.2,57.99,8.63,-0.0037,0.0059,-0.0032,-0.1389,0.7662,8.9739,37.5222,79.5754,-27.392,1.49,Standby
1095,08:58:58,152,T,1.3,57.65,8.63,-0.0008,0.0006,-0.0008,-0.1149,0.7949,8.9787,38.2438,93.9133,3.8141,1.73,Standby
1095,08:58:58,153,T,1.3,57.78,8.63,-0.0059,0.0042,-0.0079,-0.1341,0.747,9.0984,34.8163,124.5606,-23.4045,0.51,Standby
1095,08:58:58,154,T,1.3,57.55,8.63,0.0005,0.0046,-0.0155,-0.1437,0.7853,9.0936,37.1614,95.7056,4.8543,0.32,Standby
1095,08:58:58,155,T,1.3,57.21,8.63,-0.0001,-0.0029,0.0186,-0.1484,0.7614,9.041,33.3731,123.8437,-26.5251,0.98,Standby
1095,08:58:59,156,T,1.3,57.34,8.63,-0.0056,-0.0039,0.0272,-0.1389,0.7518,9.0841,35.7183,121.5138,-72.1206,0.64,Standby
1095,08:58:59,157,T,1.3,57.7,8.63,-0.0029,-0.0034,0.004,-0.1149,0.747,9.0314,37.7026,95.1679,-65.7061,1.17,Standby
1095,08:58:59,158,T,1.3,57.93,8.63,0.0035,0.0042,-0.0008,-0.1245,0.7614,9.0266,32.4712,117.9293,-74.201,1.57,Standby
1095,08:59:00,159,T,1.3,57.99,8.63,-0.0047,-0.0023,0.0024,-0.1245,0.771,9.0601,38.0634,91.5834,-63.2789,1.04,Standby
1095,08:59:00,160,T,1.3,57.7,8.63,0.0007,0.0071,-0.0058,-0.1293,0.7997,9.0505,34.9967,119.0047,-78.0151,1.7,Standby
1095,08:59:00,161,T,1.3,57.49,8.63,-0.0065,-0.0007,0.0031,-0.1293,0.8045,9.132,38.6046,89.9704,-61.0252,1.9,Standby
1095,08:59:00,162,T,1.3,58.1,8.63,0.0032,0.003,0.007,-0.1293,0.7949,9.0553,35.1771,115.241,-78.8819,1.59,Standby
1095,08:59:01,163,T,1.3,57.29,8.63,-0.0043,-0.0027,0.0071,-0.1149,0.7758,9.0697,38.2438,87.4613,-54.4372,0.88,Standby
1095,08:59:01,164,T,1.3,57.79,8.63,-0.0007,-0.0013,0.001,-0.1293,0.7806,9.0266,37.3418,84.4145,-7.4548,1.77,Standby
1095,08:59:01,165,T,1.3,57.96,8.63,-0.0033,-0.0051,0.0051,-0.1341,0.7758,9.0458,38.4242,85.8482,-51.8367,1.6,Standby
1095,08:59:01,166,T,1.3,57.21,8.63,-0.0003,0.002,0.0038,-0.1245,0.7901,9.0362,36.8006,85.3106,-5.201,0.3,Standby
1095,08:59:02,167,T,1.3,57.58,8.63,-0.0079,0.003,0.0015,-0.1389,0.7806,9.0697,36.4399,108.9681,-2.7739,1.36,Standby
1095,08:59:02,168,T,1.3,58.08,8.63,-0.0021,-0.0027,0.0008,-0.1532,0.7375,9.0218,36.2595,85.8482,-1.5603,0.39,Standby
1095,08:59:02,169,T,1.3,57.87,8.63,0.0007,0.003,0.004,-0.1197,0.7566,9.0027,35.5379,111.6565,-5.3744,0.88,Standby
1095,08:59:02,170,T,1.3,57.69,8.63,-0.002,0.0017,0.0014,-0.1389,0.771,9.0601,34.4555,129.5789,-54.9573,1.02,Standby
